KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
1304.02;1304;2;;Potahová látka ANDRE 1304;ZB;21;141.55;0.92;;;mb;1;1;0.00;1;0;0;0.55;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;5/16;070116;070116;
1304.02;1304;2;;Potahová látka ANDRE 1304;ZB;21;138.35;1.00;;;mb;1;1;0.00;1;0;0;0.60;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;28/16;140316;140316;
1304.02;1304;2;;Potahová látka ANDRE 1304;ZB;21;138.34;0.62;;;mb;1;1;0.00;1;0;0;0.37;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;33/16;050416;050416;
1304.02;1304;2;;Potahová látka ANDRE 1304;ZB;21;138.34;0.49;;;mb;0;0;0.00;1;0;0;0.29;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;43/16;060516;060516;
1305.02;1305;2;;Potahová látka ANDRE 1305;ZB;21;138.79;0.02;;;mb;0;0;0.00;1;0;0;0.01;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;33/16;050416;050416;
1305.02;1305;2;;Potahová látka ANDRE 1305;ZB;21;138.79;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;33/16;050416;050416;
1305.02;1305;2;;Potahová látka ANDRE 1305;ZB;21;141.53;0.32;;;mb;0;0;0.00;1;0;0;0.19;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;16/16;010216;010216;
1305.02;1305;2;;Potahová látka ANDRE 1305;ZB;21;141.53;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
1306.02;1306;2;;Potahová látka ANDRE 1306;ZB;21;141.51;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
1306.02;1306;2;;Potahová látka ANDRE 1306;ZB;21;141.51;0.75;;;mb;1;1;0.00;1;0;0;0.45;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;33/16;050416;050416;
1307.02;1307;2;;Potahová látka ANDRE 1307;ZB;21;138.35;0.07;;;mb;0;0;0.00;1;0;0;0.04;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;33/16;050416;050416;
1307.02;1307;2;;Potahová látka ANDRE 1307;ZB;21;138.34;0.12;;;mb;0;0;0.00;1;0;0;0.07;0.00;2;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;43/16;060516;060516;
1307.02;1307;2;;Potahová látka ANDRE 1307;ZB;21;138.34;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;53/16;080616;080616;
1307.02;1307;2;;Potahová látka ANDRE 1307;ZB;21;138.34;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;53/16;080616;080616;
1307.02;1307;2;;Potahová látka ANDRE 1307;ZB;21;141.48;2.97;;;mb;3;3;0.00;1;0;0;1.78;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
1308.02;1308;2;;Potahová látka ANDRE 1308;ZB;21;141.55;1.02;;;mb;1;1;0.00;1;0;0;0.61;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
1308.02;1308;2;;Potahová látka ANDRE 1308;ZB;21;138.39;0.36;;;mb;0;0;0.00;1;0;0;0.22;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;53/16;080616;080616;
1309.02;1309;2;;Potahová látka ANDRE 1309;ZB;21;141.55;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
131.02;131;2;;Potahová látka elefant 26;ZB;21;79.80;0.24;;;mb;0;0;0.00;1;0;0;0.14;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 26;;;calounicka dilna;1;;B;24/15;301215;301215;
1310.02;1310;2;;Potahová látka ANDRE 1310;ZB;21;141.55;0.41;;;mb;0;0;0.00;1;0;0;0.25;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;YQ529C;B;24/15;301215;301215;
132.02;132;2;;Potahová látka elefant 16;ZB;21;93.29;2.17;;;mb;2;2;0.00;1;0;0;1.30;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 16;;;calounicka dilna;1;;B;24/15;301215;301215;
132.02;132;2;;Potahová látka elefant 16;ZB;21;91.20;0.35;;;mb;0;0;0.00;1;0;0;0.21;0.00;5;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 16;;;calounicka dilna;1;;B;43/16;060516;060516;
132.02;132;2;;Potahová látka elefant 16;ZB;21;93.29;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;1;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 16;;;calounicka dilna;1;;B;16/16;010216;010216;
133.02;133;2;;Potahová látka elefant 25;ZB;21;92.12;1.34;;;mb;1;1;0.00;1;0;0;0.80;0.00;5;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 25;;;calounicka dilna;1;;B;5/16;070116;070116;
133.02;133;2;;Potahová látka elefant 25;ZB;21;91.18;0.52;;;mb;1;1;0.00;1;0;0;0.31;0.00;1;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 25;;;calounicka dilna;1;;B;43/16;060516;060516;
133.02;133;2;;Potahová látka elefant 25;ZB;21;91.18;0.98;;;mb;1;1;0.00;1;0;0;0.59;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 25;;;calounicka dilna;1;;B;25/16;020316;020316;
133.02;133;2;;Potahová látka elefant 25;ZB;21;91.18;0.87;;;mb;1;1;0.00;1;0;0;0.52;0.00;2;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 25;;;calounicka dilna;1;;B;53/16;080616;080616;
133.02;133;2;;Potahová látka elefant 25;ZB;21;93.29;1.87;;;mb;2;2;0.00;1;0;0;1.12;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 25;;;calounicka dilna;1;;B;24/15;301215;301215;
134.02;134;2;;Potahová látka elefant 10;ZB;21;93.29;0.28;;;mb;0;0;0.00;1;0;0;0.17;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 10;;;calounicka dilna;1;;B;24/15;301215;301215;
134.02;134;2;;Potahová látka elefant 10;ZB;21;93.29;0.40;;;mb;0;0;0.00;1;0;0;0.24;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 10;;;calounicka dilna;1;;B;5/16;070116;070116;
1341.02;1341;2;;Potahová látka ALEHANDRO 1341;ZB;21;138.37;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1341;;;calounicka dilna;1;;B;43/16;060516;060516;
1341.02;1341;2;;Potahová látka ALEHANDRO 1341;ZB;21;141.22;0.22;;;mb;0;0;0.00;1;0;0;0.13;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1341;;;calounicka dilna;1;;B;24/15;301215;301215;
1344.02;1344;2;;Potahová látka ALEHANDRO 1344;ZB;21;141.55;0.16;;;mb;0;0;0.00;1;0;0;0.10;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1344;;;calounicka dilna;1;;B;24/15;301215;301215;
1344.02;1344;2;;Potahová látka ALEHANDRO 1344;ZB;21;139.31;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1344;;;calounicka dilna;1;;B;43/16;060516;060516;
1344.02;1344;2;;Potahová látka ALEHANDRO 1344;ZB;21;141.55;0.45;;;mb;0;0;0.00;1;0;0;0.27;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1344;;;calounicka dilna;1;;B;25/16;020316;020316;
135.02;135;2;;Potahová látka elefant 03;ZB;21;93.10;0.41;;;mb;0;0;0.00;1;0;0;0.25;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 03;;;calounicka dilna;1;;B;24/15;301215;301215;
1354.02;1354;2;;Potahová látka ALEHANDRO 1354;ZB;21;141.55;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1354;;;calounicka dilna;1;;B;24/15;301215;301215;
1354.02;1354;2;;Potahová látka ALEHANDRO 1354;ZB;21;138.36;0.08;;;mb;0;0;0.00;1;0;0;0.05;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;ALEHANDRO 1354;;;calounicka dilna;1;;B;25/16;020316;020316;
136.02;136;2;;Potahová látka elefant 11;ZB;21;91.18;0.21;;;mb;0;0;0.00;1;0;0;0.13;0.00;2;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 11;;;calounicka dilna;1;;B;25/16;020316;020316;
136.02;136;2;;Potahová látka elefant 11;ZB;21;91.18;-2.50;;;mb;-2;-3;0.00;1;0;0;-1.50;0.00;1;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 11;;;calounicka dilna;1;;B;45/16;180516;180516;
136.02;136;2;;Potahová látka elefant 11;ZB;21;91.18;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;1;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 11;;;calounicka dilna;1;;B;43/16;060516;060516;
136.02;136;2;;Potahová látka elefant 11;ZB;21;91.18;0.16;;;mb;0;0;0.00;1;0;0;0.10;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 11;;;calounicka dilna;1;;B;53/16;080616;080616;
136.02;136;2;;Potahová látka elefant 11;ZB;21;93.29;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 11;;;calounicka dilna;1;;B;24/15;301215;301215;
137.02;137;2;;Potahová látka elefant 01;ZB;21;93.29;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 01;;;calounicka dilna;1;;B;24/15;301215;301215;
137.02;137;2;;Potahová látka elefant 01;ZB;21;91.18;2.50;;;mb;2;3;0.00;1;0;0;1.50;0.00;1;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 01;;;calounicka dilna;1;;B;45/16;180516;180516;
137.02;137;2;;Potahová látka elefant 01;ZB;21;91.18;0.60;;;mb;1;1;0.00;1;0;0;0.36;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 01;;;calounicka dilna;1;;B;43/16;060516;060516;
138.02;138;2;;Potahová látka elefant 21;ZB;21;92.24;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 21;;;calounicka dilna;1;;B;24/15;301215;301215;
139.02;139;2;;Potahová látka elefant 22;ZB;21;93.29;0.21;;;mb;0;0;0.00;1;0;0;0.13;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 22;;;calounicka dilna;1;;B;24/15;301215;301215;
139.02;139;2;;Potahová látka elefant 22;ZB;21;93.29;0.20;;;mb;0;0;0.00;1;0;0;0.12;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 22;;;calounicka dilna;1;;B;43/16;060516;060516;
14.02;14;2;;Potahová látka zelená žíhaná;ZB;21;144.08;-3.84;;;mb;-4;-4;-3.84;1;1;0;-2.30;0.00;9;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;4015;B;5/16;070116;070116;
14.02;14;2;;Potahová látka zelená žíhaná;ZB;21;144.08;8.84;;;mb;9;9;8.84;1;1;0;5.30;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;4015;B;24/15;301215;301215;
140.02;140;2;;Potahová látka elefant 14;ZB;21;89.81;0.40;;;mb;0;0;0.00;1;0;0;0.24;0.00;0;1;;0;1;0;16.6;31;156.45;189.30;167.40;202.55;185.95;225.00;219.01;265.00;0.00;0.00;;elefant 14;;;calounicka dilna;1;;B;24/15;301215;301215;
1400.98;1400;98;;Lehátko - masiv+hliník;ZB;21;2455.90;1.00;;;ks;1;1;1.00;1;1;0;21.00;0.13;0;1;;0;1;0;80;22;3661.75;4430.72;3918.07;4740.86;4357.85;5273.00;5126.45;6203.00;0.00;0.00;;;;;;20;YQ445L;E;24/15;301215;301215;
141.02;141;2;;Potahová látka WENECJA 08;ZB;21;132.92;0.80;;;mb;1;1;0.00;1;0;0;0.48;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
143.02;143;2;;Potahová látka WENECJA 18;ZB;21;135.80;0.03;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
144.02;144;2;;Potahová látka WENECJA 15;ZB;21;136.27;0.50;;;mb;0;1;0.00;1;0;0;0.30;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
146.02;146;2;;Potahová látka WENECJA 26;ZB;21;136.29;0.30;;;mb;0;0;0.00;1;0;0;0.18;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
148.02;148;2;;Potahová látka WENECJA 21;ZB;21;136.27;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
149.02;149;2;;Potahová látka WENECJA 17;ZB;21;136.26;0.35;;;mb;0;0;0.00;1;0;0;0.21;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
15.02;15;2;;Potahová látka šedá žíhaná;ZB;21;141.81;18.82;;;mb;19;19;18.82;1;1;0;11.29;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;4010;B;24/15;301215;301215;
16.02;16;2;;Potahová látka modrá žíhaná;ZB;21;147.74;0.02;;;mb;0;0;0.02;1;1;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;4013;B;24/15;301215;301215;
201.02;201;2;;Potahová látka ekokůže CORSIKA 201;ZB;21;145.02;0.75;;;mb;1;1;0.00;1;0;0;0.45;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 201;;;calounicka dilna;1;;B;24/15;301215;301215;
201.02;201;2;;Potahová látka ekokůže CORSIKA 201;ZB;21;145.02;2.70;;;mb;3;3;0.00;1;0;0;1.62;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 201;;;calounicka dilna;1;;B;5/16;070116;070116;
2050.02;2050;2;;Potahová látka MAJORKA 2050;ZB;21;99.77;0.27;;;mb;0;0;0.00;1;0;0;0.16;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2051.02;2051;2;;Potahová látka MAJORKA 2051;ZB;21;105.97;0.11;;;mb;0;0;0.00;1;0;0;0.07;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2051.02;2051;2;;Potahová látka MAJORKA 2051;ZB;21;103.75;-0.21;;;mb;0;0;0.00;1;0;0;-0.13;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;53/16;080616;080616;
2053.02;2053;2;;Potahová látka MAJORKA 2053;ZB;21;106.16;0.04;;;mb;0;0;0.00;1;0;0;0.02;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;16/16;010216;010216;
2053.02;2053;2;;Potahová látka MAJORKA 2053;ZB;21;106.16;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2054.02;2054;2;;Potahová látka MAJORKA 2054;ZB;21;106.16;0.16;;;mb;0;0;0.00;1;0;0;0.10;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2054.02;2054;2;;Potahová látka MAJORKA 2054;ZB;21;104.08;0.05;;;mb;0;0;0.00;1;0;0;0.03;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;53/16;080616;080616;
2055.02;2055;2;;Potahová látka MAJORKA 2055;ZB;21;103.75;0.03;;;mb;0;0;0.00;1;0;0;0.02;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;53/16;080616;080616;
2055.02;2055;2;;Potahová látka MAJORKA 2055;ZB;21;106.00;0.37;;;mb;0;0;0.00;1;0;0;0.22;0.00;2;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;5/16;070116;070116;
2055.02;2055;2;;Potahová látka MAJORKA 2055;ZB;21;106.00;0.34;;;mb;0;0;0.00;1;0;0;0.20;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2056.02;2056;2;;Potahová látka MAJORKA 2056;ZB;21;97.54;0.45;;;mb;0;0;0.00;1;0;0;0.27;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2059.02;2059;2;;Potahová látka MAJORKA 2059;ZB;21;105.77;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2082.02;2082;2;;Potahová látka MERIDA 2082;ZB;21;118.88;0.27;;;mb;0;0;0.00;1;0;0;0.16;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;;;;calounicka dilna;1;;B;24/15;301215;301215;
2111-BXX.02;2111-BXX;2;;Masážní křeslo RT-Z05;ZB;21;22068.28;3.00;;;ks;3;3;0.00;1;0;0;294.00;2.97;0;1;;0;1;0;16.3;28;26250.00;31762.50;28087.50;33985.88;31237.19;37797.00;36750.41;44468.00;0.00;0.00;;;;;;98;;E;24/15;301215;301215;
2111-BXX.04;2111-BXX;4;;Masážní křeslo RT-Z05;ZB;21;22068.28;1.00;;;ks;1;1;0.00;1;0;0;98.00;0.99;0;1;;0;1;0;16.3;28;26250.00;31762.50;28087.50;33985.88;31237.19;37797.00;36750.41;44468.00;0.00;0.00;;;;;;98;;E;24/15;301215;301215;
220.02;220;2;;Potahová látka ekokůže CORSIKA 20;ZB;21;141.55;0.16;;;mb;0;0;0.00;1;0;0;0.10;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 20;;;calounicka dilna;1;;B;24/15;301215;301215;
220.02;220;2;;Potahová látka ekokůže CORSIKA 20;ZB;21;138.78;-0.28;;;mb;0;0;0.00;1;0;0;-0.17;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 20;;;calounicka dilna;1;;B;53/16;080616;080616;
221.02;221;2;;Potahová látka ekokůže CORSIKA 21;ZB;21;141.56;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 21;;;calounicka dilna;1;;B;24/15;301215;301215;
222.02;222;2;;Potahová látka ekokůže CORSIKA 22;ZB;21;141.55;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 22;;;calounicka dilna;1;;B;24/15;301215;301215;
222.02;222;2;;Potahová látka ekokůže CORSIKA 22;ZB;21;141.55;0.30;;;mb;0;0;0.00;1;0;0;0.18;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 22;;;calounicka dilna;1;;B;53/16;080616;080616;
222.02;222;2;;Potahová látka ekokůže CORSIKA 22;ZB;21;141.55;1.00;;;mb;1;1;0.00;1;0;0;0.60;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;corsika 22;;;calounicka dilna;1;;B;5/16;070116;070116;
223.02;223;2;;Potahová látka CORSIKA 23;ZB;21;138.39;0.40;;;mb;0;0;0.00;1;0;0;0.24;0.00;1;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;CORSIKA 23;;;calounicka dilna;1;;B;5/16;070116;070116;
223.02;223;2;;Potahová látka CORSIKA 23;ZB;21;145.02;0.01;;;mb;0;0;0.00;1;0;0;0.01;0.00;0;1;;0;1;0;16.6;31;261.45;316.35;279.75;338.50;310.74;376.00;366.12;443.01;0.00;0.00;;CORSIKA 23;;;calounicka dilna;1;;B;24/15;301215;301215;
