KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
S134-HE.01;S134-HE;1;;Jídelní stůl sklápěcí;ZB;21;945.45;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.3;1;1417.50;1715.18;1516.73;1835.24;1686.78;2041.00;1984.30;2401.00;0.00;0.00;;;Lamino;30;C11A;12;;A;38/15;301215;301215;
S134-W.01;S134-W;1;;Jídelní stůl sklápěcí VOJTĚCH;ZB;21;945.04;2.00;;;ks;2;2;2.00;1;1;0;25.80;0.12;0;1;;0;1;0;19.3;1;1417.50;1715.18;1516.73;1835.24;1686.78;2041.00;1984.30;2401.00;0.00;0.00;;;Lamino;30;C11A;12;;A;38/15;301215;301215;
S135-DB-deska.04;S135-DB-deska;4;;Jídelní stůl - deska;ZB;21;500.02;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;750.00;907.50;802.50;971.02;0.00;0.00;0.00;0.00;0.00;0.00;;;;;D29B;12;;A;38/15;301215;301215;
S135-H-deska.10;S135-H-deska;10;;Jídelní stůl - deska;ZB;21;500.02;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;750.00;907.50;802.50;971.02;0.00;0.00;0.00;0.00;0.00;0.00;;;;;D29B;12;;A;38/15;301215;301215;
S136-120-DB.04;S136-120-DB;4;;Jídelní stůl KRYŠTOF;ZB;21;933.06;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.3;1;1399.00;1692.79;1496.93;1811.29;1665.00;2014.65;1958.68;2370.00;0.00;0.00;;;;;;12;;A;38/15;301215;301215;
S140-HE.10;S140-HE;10;;Jídelní stůl;ZB;21;1371.36;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;2056.95;2488.91;2200.94;2663.14;2447.93;2962.00;2879.34;3484.00;0.00;0.00;;;;;C32D;12;;A;38/15;301215;301215;
S140-L.10;S140-L;10;;Jídelní stůl;ZB;21;1371.90;3.00;;;ks;3;3;3.00;1;1;0;38.70;0.18;0;1;;0;1;0;19.2;1;2056.95;2488.91;2200.94;2663.14;2447.93;2962.00;2879.34;3484.00;0.00;0.00;;;;;C31C,C30B;12;;A;38/15;301215;301215;
S140-S.10;S140-S;10;;Jídelní stůl;ZB;21;1306.07;2.00;;;ks;2;2;2.00;1;1;0;25.80;0.12;0;1;;0;1;0;19.2;1;2056.95;2488.91;2200.94;2663.14;2447.93;2962.00;2879.34;3484.00;0.00;0.00;;;;;C33C;12;;A;38/15;301215;301215;
S140-W.10;S140-W;10;;Jídelní stůl;ZB;21;1306.07;5.00;;;ks;5;5;5.00;1;1;0;64.50;0.30;0;1;;0;1;0;19.2;1;2056.95;2488.91;2200.94;2663.14;2447.93;2962.00;2879.34;3484.00;0.00;0.00;;;;;;12;;A;38/15;301215;301215;
S142-B.02;S142-B;2;;Jídelní stůl kulatý SEBíK - nohy chrom;VY;21;1140.50;1.00;;;ks;1;1;0.00;1;0;0;9.80;0.09;0;1;;0;1;0;19.3;1;2052.54;2483.57;2196.22;2657.43;2442.52;2955.45;2873.56;3477.01;0.00;0.00;;;;;OKNO  U VyTAHU+nohy;0;;A;43/16;060516;060516;
S143-O.04;S143-O;4;;Jídelní stůl kříž chrom;ZB;21;1085.12;1.00;;;ks;1;1;1.00;1;1;0;0.00;0.06;0;1;;0;1;0;;1;1626.45;1968.00;1740.30;2105.76;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;A;38/15;301215;301215;
S144-Z.04;S144-Z;4;;Jídelní stůl kříž chrom;ZB;21;1400.00;1.00;;;ks;1;1;1.00;1;1;0;0.00;0.06;0;1;;0;1;0;;1;2098.50;2539.18;2245.40;2716.93;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;A;38/15;301215;301215;
S146-DB.01;S146-DB;1;;Jídelní stůl DAKO II.,chrom.nohy 80x100;ZB;21;866.12;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;1358.00;1643.18;1453.06;1758.20;1616.00;1955.36;1900.83;2300.00;0.00;0.00;;nohy DAKOTA II;;;HOHY H20D,+ blat;12;;A;38/15;301215;301215;
S147-BB.04;S147-BB;4;;Jídelní stůl POLO,chrom.nohy 80x80;ZB;21;1333.06;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;2819.00;3410.99;3016.33;3649.76;3355.00;4059.55;3947.11;4776.00;0.00;0.00;;;;;NOHY H13A,F85C;12;;A;38/15;301215;301215;
S148-B.02;S148-B;2;;Jídelní stůl VAVŘINEC,chrom.nohy 80x120;VY;21;999.38;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;1799.00;2176.79;1924.93;2329.17;2141.00;2590.61;2519.01;3048.00;0.00;0.00;;nohy VOX;;;H33C NOHY;12;;A;43/16;060516;060516;
S149-W.04;S149-W;4;;Jídelní stůl VILIK,chrom.nohy, 70 kruh;ZB;21;1066.12;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;1625.00;1966.25;1738.75;2103.89;1934.00;2340.14;2275.21;2753.00;0.00;0.00;;;;;NOHY H14;12;;A;38/15;301215;301215;
S14-H.01;S14-H;1;;Jídelní stůl rozkládací ROBIN;ZB;21;1961.16;6.00;;;ks;6;6;6.00;1;1;0;223.20;0.60;0;1;;0;1;0;19.2;1;2940.00;3557.40;3145.80;3806.42;3498.35;4233.00;4115.70;4980.00;0.00;0.00;;;Lamino;30;D27A,D30C;36;3019-HR;A;38/15;301215;301215;
S14-HE.01;S14-HE;1;;Jídelní stůl rozkládací ROBIN;ZB;21;1960.09;4.00;;;ks;4;4;4.00;1;1;0;148.80;0.40;0;1;;0;1;0;19.2;1;2940.00;3557.40;3145.80;3806.42;3498.35;4233.00;4115.70;4980.00;0.00;0.00;;;Lamino;30;D30A;36;;A;38/15;301215;301215;
S14-L.01;S14-L;1;;Jídelní stůl rozkládací ROBIN;ZB;21;1960.70;3.00;;;ks;3;3;3.00;1;1;0;111.60;0.30;0;1;;0;1;0;19.2;1;2940.00;3557.40;3145.80;3806.42;3498.35;4233.00;4115.70;4980.00;0.00;0.00;;;Lamino;30;D27A;36;3019-LR;A;38/15;301215;301215;
S14-S.02;S14-S;2;;Jídelní stůl rozkládací ROBIN;ZB;21;1961.16;3.00;;;ks;3;3;3.00;1;1;0;111.60;0.30;0;1;;0;1;0;19.2;1;3528.00;4268.88;3774.96;4567.70;4198.00;5079.58;4939.00;5976.19;0.00;0.00;;;Lamino;30;D25B;36;;A;38/15;301215;301215;
S160-HE.10;S160-HE;10;;Jídelní stůl;ZB;21;1495.41;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;2355.15;2849.73;2520.01;3049.21;2802.48;3391.00;3297.52;3990.00;0.00;0.00;;;;;C37D;12;;A;38/15;301215;301215;
S160-L.10;S160-L;10;;Jídelní stůl;ZB;21;1495.87;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;;1;2243.00;2714.03;2400.01;2904.01;2669.42;3230.00;851.96;1030.87;0.00;0.00;;;;;koje c 3;12;;A;38/15;301215;301215;
S160-S.10;S160-S;10;;Jídelní stůl;ZB;21;1495.41;2.00;;;ks;2;2;2.00;1;1;0;25.80;0.12;0;1;;0;1;0;19.2;1;2355.15;2849.73;2520.01;3049.21;2802.48;3391.00;3297.52;3990.00;0.00;0.00;;;;;C37D;12;;A;38/15;301215;301215;
S160-W.10;S160-W;10;;Jídelní stůl;ZB;21;1495.41;3.00;;;ks;3;3;3.00;1;1;0;38.70;0.18;0;1;;0;1;0;19.2;1;2355.15;2849.73;2520.01;3049.21;2802.48;3391.00;3297.52;3990.00;0.00;0.00;;;;;C37D;12;;A;38/15;301215;301215;
S163-HE.06;S163-HE;6;;Jídelní stůl SVATOPLUK /120x160x80/;ZB;21;3410.02;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;90;5239.50;6339.80;5606.27;6783.59;6234.71;7544.00;7335.54;8876.00;0.00;0.00;HE/ MERANO/;S-3 75/120/80 R160;;;;42;;B;38/15;301215;301215;
S167-HE.99;S167-HE;99;;Jídelní stůl HEŘMAN 120x80;ZB;21;1994.54;1.00;;;ks;1;1;0.00;1;0;0;45.00;0.18;0;1;;0;1;0;19.1;90;3139.50;3798.80;3359.27;4064.72;3736.36;4521.00;4395.04;5318.00;0.00;0.00;;;;;D30B;44;;B;38/15;301215;301215;
S167-L.04;S167-L;4;;Jídelní stůl HEŘMAN 120x80;ZB;21;1994.54;1.00;;;ks;1;1;0.00;1;0;0;45.00;0.18;0;1;;0;1;0;19.1;90;3139.50;3798.80;3359.27;4064.72;3736.36;4521.00;4395.04;5318.00;0.00;0.00;;;;;;44;;B;38/15;301215;301215;
S167-T.04;S167-T;4;;Jídelní stůl HEŘMAN 120x80;ZB;21;1898.50;2.00;;;ks;2;2;0.00;1;0;0;90.00;0.36;0;1;;0;1;0;19.1;90;3139.50;3798.80;3359.27;4064.72;3736.36;4521.00;4395.04;5318.00;0.00;0.00;;;;;;44;;B;38/15;301215;301215;
S168-HE.06;S168-HE;6;;Jídelní stůl VLASTISLAV 120x160x80;ZB;21;3217.00;4.00;;;ks;4;4;0.00;1;0;0;200.00;0.72;0;1;;0;1;0;19.1;90;5239.50;6339.80;5606.27;6783.59;6234.71;7544.00;7335.54;8876.00;0.00;0.00;;;;;F18E+ NOHYF 20E!!;49;;B;38/15;301215;301215;
S169-HE.98;S169-HE;98;;Jídelní stůl VLASTISLAV 140x220x90;ZB;21;3989.08;1.00;;;ks;1;1;0.00;1;0;0;55.00;0.24;0;1;;0;1;0;19.1;90;6499.50;7864.40;6954.47;8414.91;7734.71;9359.00;9099.17;11010.00;0.00;0.00;;;;;;54;;B;38/15;301215;301215;
S173-H.02;S173-H;2;;Jídelní rozklád.stůl BLAHOSLAV 160-200cm;ZB;21;2637.94;1.00;;;ks;1;1;1.00;1;1;0;67.40;0.35;0;1;;0;1;0;19.1;31;3727.50;4510.28;3988.43;4826.00;4435.54;5367.00;5218.18;6314.00;0.00;0.00;;Stul Damian;Lamino, nohy chrom;30;V koji prodejna;67;;B;38/15;301215;301215;
S176-H.04;S176-H;4;;Jídelní stůl kulatý tančící nohy-90cm;ZB;21;1930.20;1.00;;;ks;1;1;0.00;1;0;0;33.00;0.18;0;1;;0;1;0;19.1;81;2999.00;3628.79;3208.93;3882.81;3569.00;4318.49;4199.00;5080.79;0.00;0.00;;;Lamino, nohy chrom;30;;32;;B;38/15;301215;301215;
S17-HE.01;S17-HE;1;;Jídelní stůl DIEGO,merano+chrom.nohy;ZB;21;693.03;2.00;;;ks;2;2;2.00;1;1;0;25.80;0.12;0;1;;0;1;0;19.2;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, nohy chrom;30;D28C+ nohy chrom;12;;A;38/15;301215;301215;
S17-L.01;S17-L;1;;Jídelní stůl DIEGO, olše+chrom.nohy;ZB;21;693.39;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, nohy chrom;30;D28B+ NOHY chrom;12;3003-L;A;38/15;301215;301215;
S17-P.01;S17-P;1;;Jídelní stůl DIEGO, přírodní+chrom.nohy;ZB;21;693.39;7.00;;;ks;7;7;7.00;1;1;0;90.30;0.42;0;1;;0;1;0;19.2;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, nohy chrom;30;D28B;12;3003-P;A;38/15;301215;301215;
S17-W.01;S17-W;1;;Jídelní stůl DIEGO,wenge+chrom.nohy;ZB;21;693.03;1.00;;;ks;1;1;1.00;1;1;0;12.90;0.06;0;1;;0;1;0;19.2;1;1039.50;1257.80;1112.27;1345.85;1237.19;1497.00;1455.37;1761.00;0.00;0.00;;;Lamino, nohy chrom;30;D28C+NOHY chrom;12;;A;38/15;301215;301215;
S180-160-DB.04;S180-160-DB;4;;Jídelní stůl ENZO/160x90+40cm/;ZB;21;3847.53;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;5902.00;7141.42;6315.14;7641.32;7023.00;8497.83;8263.64;9999.00;0.00;0.00;;;;;;42;;B;38/15;301215;301215;
S181-140-H.04;S181-140-H;4;;Jídelní stůl FREDO/140x80+40cm/;ZB;21;9651.00;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;14499.00;17543.79;15513.93;18771.86;17254.00;20877.34;20299.17;24562.00;0.00;0.00;;;;;;42;;B;38/15;301215;301215;
S182-120-L.01;S182-120-L;1;;Jídelní stůl TREY/120x80+40cm/;ZB;21;4761.16;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;7199.00;8710.79;7702.93;9320.55;8567.00;10366.07;10079.34;12196.00;0.00;0.00;;numer 618-L (120x80+40cm);;;;42;;B;38/15;301215;301215;
S182-120-L.04;S182-120-L;4;;Jídelní stůl TREY/120x80+40cm/;ZB;21;4761.16;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;7199.00;8710.79;7702.93;9320.55;8567.00;10366.07;10079.34;12196.00;0.00;0.00;;;;;;42;;B;38/15;301215;301215;
S183-120-W.04;S183-120-W;4;;Jídelní stůl WIGGO/120x80+40cm/;ZB;21;4581.01;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;6889.00;8335.69;7371.23;8919.19;8198.00;9919.58;9644.63;11670.00;0.00;0.00;;;;;;42;;B;38/15;301215;301215;
S184-120-DB.01;S184-120-DB;1;;Jídelní stůl VERDI/120x80+40cm/;ZB;21;3401.81;-1.00;;;ks;-1;-1;0.00;1;0;0;-43.00;-0.22;1;1;vyroben  jako HE;0;1;0;19.1;117;5299.00;6411.79;5669.93;6860.62;6306.00;7630.26;7419.01;8977.00;0.00;0.00;;numer 408-DB (120x80+40cm);;;;42;;B;11/16;210116;210116;
S184-120-HE.01;S184-120-HE;1;;Jídelní stůl VERDI/120x80+40cm/;ZB;21;3480.79;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;FAKT. JAKO DB;0;1;0;19.1;117;5299.00;6411.79;5669.93;6860.62;6306.00;7630.26;7419.01;8977.00;0.00;0.00;;numer 408-HE (120x80+40cm);;;;42;;B;11/16;210116;210116;
S184-120-HE.04;S184-120-HE;4;;Jídelní stůl VERDI/120x80+40cm/;ZB;21;3480.79;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;5299.00;6411.79;5669.93;6860.62;6306.00;7630.26;7419.01;8977.00;0.00;0.00;;120x80+40/ kolor HE;;;;42;;B;38/15;301215;301215;
S184-140-H.01;S184-140-H;1;;Jídelní stůl VERDI/140x80+40cm/;ZB;21;3480.79;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;5417.00;6554.57;5796.19;7013.39;6446.00;7799.66;7584.30;9177.00;0.00;0.00;;numer 408-H (140x80+40cm);;;;42;;B;38/15;301215;301215;
S184-140-P.04;S184-140-P;4;;Jídelní stůl VERDI/140x80+40cm/;ZB;21;3480.79;1.00;;;ks;1;1;0.00;1;0;0;43.00;0.22;0;1;;0;1;0;19.1;117;5417.00;6554.57;5796.19;7013.39;6446.00;7799.66;7584.30;9177.00;0.00;0.00;;;;;;42;;B;38/15;301215;301215;
S202-B.04;S202-B;4;;Jídelní stůl ANTONÍN rozklad.bílý lesk;ZB;21;2626.45;1.00;;;ks;1;1;0.00;1;0;0;65.00;0.19;0;1;;0;1;0;19.2;1;3937.50;4764.38;4213.13;5097.89;4685.95;5670.00;5512.40;6670.00;0.00;0.00;;;Lamino;30;C30A,C34B;63;;A;38/15;301215;301215;
S30-HE.01;S30-HE;1;;Jídelní stůl LEON 90x70x76;ZB;21;1120.05;2.00;;;ks;2;2;0.00;1;0;0;54.40;0.12;0;1;;0;1;0;19.2;1;1680.00;2032.80;1797.60;2175.10;1999.17;2419.00;2351.24;2845.00;0.00;0.00;;;;;C25A*;26;;A;38/15;301215;301215;
S30-P.01;S30-P;1;;Jídelní stůl LEON 90x70x76;ZB;21;1120.66;1.00;;;ks;1;1;0.00;1;0;0;27.20;0.06;0;1;;0;1;0;19.2;1;1680.00;2032.80;1797.60;2175.10;1999.17;2419.00;2351.24;2845.00;0.00;0.00;;;;;C22C;26;;A;38/15;301215;301215;
S30-S.02;S30-S;2;;Jídelní stůl LEON 90x70x76;ZB;21;1120.05;1.00;;;ks;1;1;0.00;1;0;0;27.20;0.06;0;1;;0;1;0;19.2;1;2016.00;2439.36;2157.12;2610.12;2399.04;2902.84;2822.40;3415.10;0.00;0.00;;;;;D;26;;A;38/15;301215;301215;
S30-T.02;S30-T;2;;Jídelní stůl LEON 90x70x76;ZB;21;1120.05;1.00;;;ks;1;1;0.00;1;0;0;27.20;0.06;0;1;;0;1;0;19.2;1;2016.00;2439.36;2157.12;2610.12;2399.04;2902.84;2822.40;3415.10;0.00;0.00;;;;;D;26;;A;38/15;301215;301215;
S30-W.01;S30-W;1;;Jídelní stůl LEON 90x70x76;ZB;21;1120.66;1.00;;;ks;1;1;0.00;1;0;0;27.20;0.06;0;1;;0;1;0;19.2;1;1680.00;2032.80;1797.60;2175.10;1999.17;2419.00;2351.24;2845.00;0.00;0.00;;;;;D29C;26;;A;38/15;301215;301215;
S31-DS.01;S31-DS;1;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.41;4.00;;;ks;4;4;0.00;1;0;0;153.60;0.34;0;1;;0;1;0;19.2;1;2175.00;2631.75;2327.25;2815.97;2588.43;3132.00;3045.45;3684.99;0.00;0.00;;;;;C30A*;38;;A;38/15;301215;301215;
S31-H.01;S31-H;1;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.07;1.00;;;ks;1;1;0.00;1;0;0;38.40;0.09;0;1;;0;1;0;19.2;1;2175.00;2631.75;2327.25;2815.97;2588.43;3132.00;3045.45;3684.99;0.00;0.00;;;;;C18B*;38;;A;38/15;301215;301215;
S31-HE.01;S31-HE;1;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.41;1.00;;;ks;1;1;0.00;1;0;0;38.40;0.09;0;1;;0;1;0;19.2;1;2175.00;2631.75;2327.25;2815.97;2588.43;3132.00;3045.45;3684.99;0.00;0.00;;;;;C23B;38;;A;38/15;301215;301215;
S31-P.01;S31-P;1;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.36;1.00;;;ks;1;1;0.00;1;0;0;38.40;0.09;0;1;;0;1;0;19.2;1;2175.00;2631.75;2327.25;2815.97;2588.43;3132.00;3045.45;3684.99;0.00;0.00;;;;;C27A;38;;A;38/15;301215;301215;
S31-T.02;S31-T;2;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.07;1.00;;;ks;1;1;0.00;1;0;0;38.40;0.09;0;1;;0;1;0;19.2;1;2610.00;3158.10;2792.70;3379.17;3105.90;3758.14;3654.00;4421.34;0.00;0.00;;;;;C18B*;38;;A;38/15;301215;301215;
S31-W.01;S31-W;1;;Jídelní stůl DUŠAN 130x80x76;ZB;21;1450.07;1.00;;;ks;1;1;0.00;1;0;0;38.40;0.09;0;1;;0;1;0;19.2;1;2175.00;2631.75;2327.25;2815.97;2588.43;3132.00;3045.45;3684.99;0.00;0.00;;;;;H11B, C25C;38;;A;39/15;301215;301215;
S401-JUTA.04;S401-JUTA;4;;Jídelní stůl juta JÁCHYM;ZB;21;2442.58;1.00;;;ks;1;1;0.00;1;0;0;25.00;0.23;0;1;;0;1;0;19.4;75;5134.50;6212.74;5493.92;6647.64;6109.92;7393.00;7188.43;8698.00;0.00;0.00;;;;;C38D;23;;E;39/15;301215;301215;
S401-JUTA.06;S401-JUTA;6;;Jídelní stůl juta JÁCHYM;ZB;21;2442.58;2.00;;;ks;2;2;0.00;1;0;0;50.00;0.47;0;1;;0;1;0;19.4;75;5134.50;6212.74;5493.92;6647.64;6109.92;7393.00;7188.43;8698.00;0.00;0.00;;;;;C38D;23;;E;39/15;301215;301215;
S40-P.04;S40-P;4;;Jídelní stůl bukový 110x70;ZB;21;5273.60;1.00;;;ks;1;1;0.00;1;0;0;52.00;0.50;0;1;;0;1;0;19.2;102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;expedice;50;;B;39/15;301215;301215;
S519-H.01;S519-H;1;;Mini stůl KARLÍK;ZB;21;660.33;1.00;;;ks;1;1;0.14;1;7;0;13.00;0.06;0;1;;0;1;0;21.1;1;990.00;1197.90;1059.30;1281.75;1178.51;1426.00;1385.95;1677.00;0.00;0.00;;;Lamino;20;C8A;12;;A;39/15;301215;301215;
S519-HE.01;S519-HE;1;;Mini stůl KARLÍK;ZB;21;660.33;4.00;;;ks;4;4;0.57;1;7;0;52.00;0.24;0;1;;0;1;0;21.1;1;990.00;1197.90;1059.30;1281.75;1178.51;1426.00;1385.95;1677.00;0.00;0.00;;;Lamino;20;C11B;12;;A;39/15;301215;301215;
S519-L.01;S519-L;1;;Mini stůl KARLÍK;ZB;21;660.33;2.00;;;ks;2;2;0.28;1;7;0;26.00;0.12;0;1;;0;1;0;21.1;1;990.00;1197.90;1059.30;1281.75;1178.51;1426.00;1385.95;1677.00;0.00;0.00;;;Lamino;20;C9A;12;;A;39/15;301215;301215;
S519-P.01;S519-P;1;;Mini stůl KARLÍK;ZB;21;660.33;3.00;;;ks;3;3;0.42;1;7;0;39.00;0.18;0;1;;0;1;0;21.2;1;990.00;1197.90;1059.30;1281.75;1178.51;1426.00;1385.95;1677.00;0.00;0.00;;;Lamino;20;C9A;12;;A;39/15;301215;301215;
S519-W.01;S519-W;1;;Stůl mini KARLÍK;ZB;21;660.03;2.00;;;ks;2;2;0.28;1;7;0;26.00;0.12;0;1;;0;1;0;21.1;1;990.00;1197.90;1059.30;1281.75;1178.51;1426.00;1385.95;1677.00;0.00;0.00;;;Lamino;20;C9B*;12;;A;39/15;301215;301215;
S61-L.98;S61-L;98;;Jídelní stůl /2ks bal./;ZB;21;1721.34;1.00;;;ks;1;1;1.00;1;1;0;42.00;0.11;0;1;;0;1;0;19.1;25;2971.50;3595.52;3179.51;3847.21;3536.36;4279.00;4160.33;5034.00;0.00;0.00;;;;;REKL;39;8151-JK;E;39/15;301215;301215;
S67-K.06;S67-K;6;;Jíd. stůl rozkl. LUBOŠ , přírodní 2 bal;ZB;21;1605.43;13.00;;;ks;13;13;13.00;1;1;0;442.00;1.56;0;1;;0;1;0;19.5;26;2588.43;3132.00;2769.62;3351.24;3080.23;3727.08;3623.97;4385.00;0.00;0.00;COLOUR: EVERBEECH;DESC: 76x120CM + 30CM B/ETR.TABLE;;;F58-9D,H23a,C5CNOHY;33;8116-PK;F;39/15;301215;301215;
S67-K.98;S67-K;98;;Jíd. stůl rozkl. LUBOŠ , přírodní 2 bal;ZB;21;1605.43;3.00;;;ks;3;3;3.00;1;1;0;102.00;0.36;0;1;;0;1;0;19.5;26;3045.00;3684.45;3258.15;3942.36;3623.14;4384.00;4262.81;5158.00;0.00;0.00;;;;;C5D,F59D+F58-C5CNOHY;33;8116-PK;F;39/15;301215;301215;
S67-K.99;S67-K;99;;Jíd. stůl rozkl. LUBOŠ , přírodní 2 bal;ZB;21;1605.43;1.00;;;ks;1;1;1.00;1;1;0;34.00;0.12;0;1;;0;1;0;19.5;26;2588.43;3132.00;2769.62;3351.24;3080.23;3727.08;3623.97;4385.00;0.00;0.00;;;;;F58-9D,H23a,C5CNOHY;33;8116-PK;F;39/15;301215;301215;
S71-D.06;S71-D;6;;Jíd. stůl BOŘIVOJ obdélník dub;ZB;21;1800.00;24.00;;;ks;24;24;0.00;1;0;0;612.00;3.36;0;1;;0;1;0;19.5;23;2478.51;2999.00;2652.01;3208.93;2949.43;3568.81;3470.25;4199.00;0.00;0.00;DESC: BASIC OAK TABLE;ITEM: F1400, SIZE:120x80x75Hcm;;;C23D,C19-20D,C36,C29;24;;A;39/15;301215;301215;
S71-D.99;S71-D;99;;Jíd. stůl BOŘIVOJ obdélník dub;ZB;21;1800.00;1.00;;;ks;1;1;0.00;1;0;0;25.50;0.14;0;1;;0;1;0;19.5;23;2478.51;2999.00;2652.01;3208.93;2949.43;3568.81;3470.25;4199.00;0.00;0.00;;;;;C22C,C18-20D,C36;24;;A;39/15;301215;301215;
S71-D.99;S71-D;99;;Jíd. stůl BOŘIVOJ obdélník dub;ZB;21;1800.00;-1.00;;;ks;-1;-1;0.00;1;0;0;-25.50;-0.14;1;1;;0;1;0;19.5;23;2478.51;2999.00;2652.01;3208.93;2949.43;3568.81;3470.25;4199.00;0.00;0.00;;;;;C22C,C18-20D,C36;24;;A;53/16;080616;080616;
S72-D.99;S72-D;99;;Jíd. stůl OSKAR obdélník rozkládací dub;ZB;21;3500.00;-1.00;;;ks;-1;-1;0.00;1;0;0;-45.00;-0.24;1;1;;0;1;0;19.5;23;4828.95;5843.03;5166.98;6252.05;5746.28;6953.00;6760.33;8180.00;0.00;0.00;;;;;C7B,C34B;41;;E;53/16;080616;080616;
S72-D.99;S72-D;99;;Jíd. stůl OSKAR obdélník rozkládací dub;ZB;21;3500.00;2.00;;;ks;2;2;0.00;1;0;0;90.00;0.48;0;1;;0;1;0;19.5;23;4828.95;5843.03;5166.98;6252.05;5746.28;6953.00;6760.33;8180.00;0.00;0.00;;;;;C7B,C34B;41;;E;39/15;301215;301215;
S73-P.98;S73-P;98;;Jíd.stůl OTAKAR -lípa,kulatý,chrom nohy;ZB;21;1039.99;3.00;;;ks;3;3;0.00;1;0;0;55.50;0.60;0;1;;0;1;0;19.5;23;2203.95;2666.78;2358.23;2853.46;2622.31;3173.00;3085.12;3733.00;0.00;0.00;;;;;F65D  3X;17;;E;39/15;301215;301215;
